title,viewCount,subscriberCount,videoCount,retrievedAt
ዓባይ ዜና - Abbay News,17414275,335000,1127,2023-03-05 23:04:41 UTC
Abebe Belew,29096069,150000,1038,2023-03-06 23:04:56 UTC
Adebabay Media,12960294,98800,909,2023-03-06 23:04:56 UTC
Alpha Media አልፋ ሚዲያ,4932808,39000,896,2023-03-06 23:04:56 UTC
Anchor Ethiopia ,4962461,75400,181,2023-03-06 23:04:56 UTC
Andafta,267132014,888000,5910,2023-03-06 23:04:56 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,499384,14000,71,2023-03-06 23:04:56 UTC
Ashara Media - አሻራ ሚዲያ,2450191,33100,683,2023-03-06 23:04:56 UTC
EMS (Ethiopian Media Services),42246953,221000,944,2023-03-06 23:04:56 UTC
ESATtv Ethiopia,84995679,641000,3696,2023-03-06 23:04:56 UTC
ETHIO 251 MEDIA ,12146903,104000,882,2023-03-06 23:04:56 UTC
Ethio 360 Media,223927761,579000,3917,2023-03-06 23:04:56 UTC
Ethio News - ኢትዮ ኒውስ,27793689,162000,1372,2023-03-06 23:04:56 UTC
Feta Daily News,145436421,581000,942,2023-03-06 23:04:56 UTC
GEBEYANU,10233084,107000,618,2023-03-06 23:04:56 UTC
MENELIK TELEVISION 3,106950,1600,70,2023-03-06 23:04:56 UTC
Mager Media - ማገር ,1176666,22500,312,2023-03-06 23:04:56 UTC
Mengizem Media ምንጊዜም ሚዲያ,3547724,30800,1231,2023-03-06 23:04:56 UTC
OMN,109077363,509000,9533,2023-03-06 23:04:56 UTC
Reyot,41922343,188000,2030,2023-03-06 23:04:56 UTC
Roha ,10853513,93700,904,2023-03-06 23:04:56 UTC
Terara Network,3388923,45200,276,2023-03-06 23:04:56 UTC
Tigrai Media House,154086440,351000,5385,2023-03-06 23:04:56 UTC
Zara Media Network - ዛራ,20045610,127000,372,2023-03-06 23:04:56 UTC
Zemedkun Bekele Podcast,535209,13800,74,2023-03-06 23:04:56 UTC
ኢትዮ ሰላም  Ethio Selam,2611566,34600,110,2023-03-06 23:04:56 UTC
ዓባይ ዜና - Abbay News,17440993,335000,1130,2023-03-06 23:04:56 UTC
Abebe Belew,29151490,150000,1039,2023-03-07 23:05:06 UTC
Adebabay Media,12960550,98800,909,2023-03-07 23:05:06 UTC
Alpha Media አልፋ ሚዲያ,4939877,39100,900,2023-03-07 23:05:06 UTC
Anchor Ethiopia ,5015024,75600,182,2023-03-07 23:05:06 UTC
Andafta,267319939,888000,5914,2023-03-07 23:05:06 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,501430,14000,72,2023-03-07 23:05:06 UTC
Ashara Media - አሻራ ሚዲያ,2461723,33200,687,2023-03-07 23:05:06 UTC
EMS (Ethiopian Media Services),42328234,221000,948,2023-03-07 23:05:06 UTC
ESATtv Ethiopia,84996241,641000,3696,2023-03-07 23:05:06 UTC
ETHIO 251 MEDIA ,12181105,104000,883,2023-03-07 23:05:06 UTC
Ethio 360 Media,224198773,580000,3921,2023-03-07 23:05:06 UTC
Ethio News - ኢትዮ ኒውስ,27852957,162000,1375,2023-03-07 23:05:06 UTC
Feta Daily News,145606392,581000,944,2023-03-07 23:05:06 UTC
GEBEYANU,10235033,107000,619,2023-03-07 23:05:06 UTC
MENELIK TELEVISION 3,110440,1620,72,2023-03-07 23:05:06 UTC
Mager Media - ማገር ,1177117,22500,312,2023-03-07 23:05:06 UTC
Mengizem Media ምንጊዜም ሚዲያ,3549605,30800,1234,2023-03-07 23:05:06 UTC
OMN,109135539,510000,9538,2023-03-07 23:05:06 UTC
Reyot,41966950,188000,2031,2023-03-07 23:05:06 UTC
Roha ,10873332,93800,907,2023-03-07 23:05:06 UTC
Terara Network,3388990,45200,276,2023-03-07 23:05:06 UTC
Tigrai Media House,154120999,351000,5388,2023-03-07 23:05:06 UTC
Zara Media Network - ዛራ,20104376,127000,374,2023-03-07 23:05:06 UTC
Zemedkun Bekele Podcast,540703,13800,75,2023-03-07 23:05:06 UTC
ኢትዮ ሰላም  Ethio Selam,2611983,34600,110,2023-03-07 23:05:06 UTC
ዓባይ ዜና - Abbay News,17459925,335000,1132,2023-03-07 23:05:06 UTC
Abebe Belew,29189702,150000,1042,2023-03-08 23:04:53 UTC
Adebabay Media,12960883,98800,909,2023-03-08 23:04:53 UTC
Alpha Media አልፋ ሚዲያ,4952328,39100,903,2023-03-08 23:04:53 UTC
Anchor Ethiopia ,5056780,75800,185,2023-03-08 23:04:53 UTC
Andafta,267572534,888000,5917,2023-03-08 23:04:53 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,504185,14000,73,2023-03-08 23:04:53 UTC
Ashara Media - አሻራ ሚዲያ,2470837,33200,691,2023-03-08 23:04:53 UTC
EMS (Ethiopian Media Services),42411518,221000,953,2023-03-08 23:04:53 UTC
ESATtv Ethiopia,84996742,641000,3696,2023-03-08 23:04:53 UTC
ETHIO 251 MEDIA ,12205665,104000,886,2023-03-08 23:04:53 UTC
Ethio 360 Media,224457817,580000,3924,2023-03-08 23:04:53 UTC
Ethio News - ኢትዮ ኒውስ,27912829,162000,1377,2023-03-08 23:04:53 UTC
Feta Daily News,145776200,581000,946,2023-03-08 23:04:53 UTC
GEBEYANU,10238051,107000,620,2023-03-08 23:04:53 UTC
MENELIK TELEVISION 3,113698,1680,75,2023-03-08 23:04:53 UTC
Mager Media - ማገር ,1177476,22500,313,2023-03-08 23:04:53 UTC
Mengizem Media ምንጊዜም ሚዲያ,3553134,30800,1236,2023-03-08 23:04:53 UTC
OMN,109186025,510000,9543,2023-03-08 23:04:53 UTC
Reyot,42003631,189000,2032,2023-03-08 23:04:53 UTC
Roha ,10900253,93900,910,2023-03-08 23:04:53 UTC
Terara Network,3389042,45200,276,2023-03-08 23:04:53 UTC
Tigrai Media House,154162069,351000,5394,2023-03-08 23:04:53 UTC
Zara Media Network - ዛራ,20162275,127000,375,2023-03-08 23:04:53 UTC
Zemedkun Bekele Podcast,546808,13800,76,2023-03-08 23:04:53 UTC
ኢትዮ ሰላም  Ethio Selam,2612407,34600,110,2023-03-08 23:04:53 UTC
ዓባይ ዜና - Abbay News,17482807,335000,1134,2023-03-08 23:04:53 UTC
Abebe Belew,29270261,150000,1042,2023-03-09 23:04:59 UTC
Adebabay Media,12961251,98800,910,2023-03-09 23:04:59 UTC
Alpha Media አልፋ ሚዲያ,4965511,39100,906,2023-03-09 23:04:59 UTC
Anchor Ethiopia ,5130938,76100,187,2023-03-09 23:04:59 UTC
Andafta,267752366,888000,5917,2023-03-09 23:04:59 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,506294,14100,75,2023-03-09 23:04:59 UTC
Ashara Media - አሻራ ሚዲያ,2480909,33200,694,2023-03-09 23:04:59 UTC
EMS (Ethiopian Media Services),42501291,221000,956,2023-03-09 23:04:59 UTC
ESATtv Ethiopia,84997301,641000,3696,2023-03-09 23:04:59 UTC
ETHIO 251 MEDIA ,12245648,104000,889,2023-03-09 23:04:59 UTC
Ethio 360 Media,224692758,580000,3927,2023-03-09 23:04:59 UTC
Ethio News - ኢትዮ ኒውስ,27965254,163000,1380,2023-03-09 23:04:59 UTC
Feta Daily News,145931707,581000,948,2023-03-09 23:04:59 UTC
GEBEYANU,10240500,107000,621,2023-03-09 23:04:59 UTC
MENELIK TELEVISION 3,119660,1750,77,2023-03-09 23:04:59 UTC
Mager Media - ማገር ,1178305,22500,314,2023-03-09 23:04:59 UTC
Mengizem Media ምንጊዜም ሚዲያ,3556464,30800,1240,2023-03-09 23:04:59 UTC
OMN,109231572,510000,9547,2023-03-09 23:04:59 UTC
Reyot,42041031,189000,2033,2023-03-09 23:04:59 UTC
Roha ,10931968,94200,913,2023-03-09 23:04:59 UTC
Terara Network,3389072,45200,276,2023-03-09 23:04:59 UTC
Tigrai Media House,154200419,351000,5397,2023-03-09 23:04:59 UTC
Zara Media Network - ዛራ,20204688,127000,376,2023-03-09 23:04:59 UTC
Zemedkun Bekele Podcast,557372,13900,77,2023-03-09 23:04:59 UTC
ኢትዮ ሰላም  Ethio Selam,2612688,34600,110,2023-03-09 23:04:59 UTC
ዓባይ ዜና - Abbay News,17509521,335000,1136,2023-03-09 23:04:59 UTC
Abebe Belew,29332626,150000,1043,2023-03-10 23:04:45 UTC
Adebabay Media,12965347,98800,910,2023-03-10 23:04:45 UTC
Alpha Media አልፋ ሚዲያ,4978162,39100,911,2023-03-10 23:04:45 UTC
Anchor Ethiopia ,5199573,76500,191,2023-03-10 23:04:45 UTC
Andafta,267810024,888000,5921,2023-03-10 23:04:45 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,512209,14100,77,2023-03-10 23:04:45 UTC
Ashara Media - አሻራ ሚዲያ,2489836,33200,697,2023-03-10 23:04:45 UTC
EMS (Ethiopian Media Services),42602094,221000,962,2023-03-10 23:04:45 UTC
ESATtv Ethiopia,84997729,641000,3696,2023-03-10 23:04:45 UTC
ETHIO 251 MEDIA ,12293481,104000,891,2023-03-10 23:04:45 UTC
Ethio 360 Media,224926651,580000,3930,2023-03-10 23:04:45 UTC
Ethio News - ኢትዮ ኒውስ,28031948,163000,1383,2023-03-10 23:04:45 UTC
Feta Daily News,146074885,581000,950,2023-03-10 23:04:45 UTC
GEBEYANU,10242952,107000,622,2023-03-10 23:04:45 UTC
MENELIK TELEVISION 3,125559,1840,80,2023-03-10 23:04:45 UTC
Mager Media - ማገር ,1179506,22600,314,2023-03-10 23:04:45 UTC
Mengizem Media ምንጊዜም ሚዲያ,3558636,30800,1241,2023-03-10 23:04:45 UTC
OMN,109271652,510000,9551,2023-03-10 23:04:45 UTC
Reyot,42084627,189000,2035,2023-03-10 23:04:45 UTC
Roha ,10972002,94300,915,2023-03-10 23:04:45 UTC
Terara Network,3389102,45200,276,2023-03-10 23:04:45 UTC
Tigrai Media House,154235014,351000,5401,2023-03-10 23:04:45 UTC
Zara Media Network - ዛራ,20249462,128000,379,2023-03-10 23:04:45 UTC
Zemedkun Bekele Podcast,563411,13900,78,2023-03-10 23:04:45 UTC
ኢትዮ ሰላም  Ethio Selam,2612950,34600,110,2023-03-10 23:04:45 UTC
ዓባይ ዜና - Abbay News,17534999,335000,1139,2023-03-10 23:04:45 UTC
Abebe Belew,29391919,150000,1044,2023-03-11 23:05:00 UTC
Adebabay Media,12966682,98800,910,2023-03-11 23:05:00 UTC
Alpha Media አልፋ ሚዲያ,4995566,39100,914,2023-03-11 23:05:00 UTC
Anchor Ethiopia ,5307263,76600,191,2023-03-11 23:05:00 UTC
Andafta,267949391,888000,5924,2023-03-11 23:05:00 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,515556,14100,77,2023-03-11 23:05:00 UTC
Ashara Media - አሻራ ሚዲያ,2500219,33300,699,2023-03-11 23:05:00 UTC
EMS (Ethiopian Media Services),42700968,221000,966,2023-03-11 23:05:00 UTC
ESATtv Ethiopia,84998311,641000,3698,2023-03-11 23:05:00 UTC
ETHIO 251 MEDIA ,12344087,104000,892,2023-03-11 23:05:00 UTC
Ethio 360 Media,225179535,580000,3933,2023-03-11 23:05:00 UTC
Ethio News - ኢትዮ ኒውስ,28096847,163000,1386,2023-03-11 23:05:00 UTC
Feta Daily News,146222489,581000,952,2023-03-11 23:05:00 UTC
GEBEYANU,10244899,107000,623,2023-03-11 23:05:00 UTC
MENELIK TELEVISION 3,134942,1860,84,2023-03-11 23:05:00 UTC
Mager Media - ማገር ,1180698,22600,314,2023-03-11 23:05:00 UTC
Mengizem Media ምንጊዜም ሚዲያ,3562268,30800,1243,2023-03-11 23:05:00 UTC
OMN,109361625,510000,9558,2023-03-11 23:05:00 UTC
Reyot,42140333,189000,2038,2023-03-11 23:05:00 UTC
Roha ,11001700,94400,917,2023-03-11 23:05:00 UTC
Terara Network,3389149,45200,276,2023-03-11 23:05:00 UTC
Tigrai Media House,154276772,351000,5401,2023-03-11 23:05:00 UTC
Zara Media Network - ዛራ,20322912,128000,379,2023-03-11 23:05:00 UTC
Zemedkun Bekele Podcast,569927,13900,79,2023-03-11 23:05:00 UTC
ኢትዮ ሰላም  Ethio Selam,2613300,34600,110,2023-03-11 23:05:00 UTC
ዓባይ ዜና - Abbay News,17555112,335000,1141,2023-03-11 23:05:00 UTC
Abebe Belew,29409761,151000,1044,2023-03-12 23:04:41 UTC
Adebabay Media,12967099,98800,910,2023-03-12 23:04:41 UTC
Alpha Media አልፋ ሚዲያ,5008779,39200,917,2023-03-12 23:04:41 UTC
Anchor Ethiopia ,5343155,76800,194,2023-03-12 23:04:41 UTC
Andafta,268067975,888000,5924,2023-03-12 23:04:41 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,519942,14200,77,2023-03-12 23:04:41 UTC
Ashara Media - አሻራ ሚዲያ,2511270,33300,701,2023-03-12 23:04:41 UTC
EMS (Ethiopian Media Services),42774611,221000,967,2023-03-12 23:04:41 UTC
ESATtv Ethiopia,85000625,641000,3702,2023-03-12 23:04:41 UTC
ETHIO 251 MEDIA ,12391241,105000,893,2023-03-12 23:04:41 UTC
Ethio 360 Media,225331841,580000,3936,2023-03-12 23:04:41 UTC
Ethio News - ኢትዮ ኒውስ,28145100,163000,1386,2023-03-12 23:04:41 UTC
Feta Daily News,146352896,581000,953,2023-03-12 23:04:41 UTC
GEBEYANU,10246193,107000,624,2023-03-12 23:04:41 UTC
MENELIK TELEVISION 3,141427,1900,84,2023-03-12 23:04:41 UTC
Mager Media - ማገር ,1181114,22600,314,2023-03-12 23:04:41 UTC
Mengizem Media ምንጊዜም ሚዲያ,3564740,30800,1248,2023-03-12 23:04:41 UTC
OMN,109425884,511000,9564,2023-03-12 23:04:41 UTC
Reyot,42199640,189000,2039,2023-03-12 23:04:41 UTC
Roha ,11026334,94400,919,2023-03-12 23:04:41 UTC
Terara Network,3389179,45200,276,2023-03-12 23:04:41 UTC
Tigrai Media House,154301857,351000,5404,2023-03-12 23:04:41 UTC
Zara Media Network - ዛራ,20358192,128000,380,2023-03-12 23:04:41 UTC
Zemedkun Bekele Podcast,573132,13900,80,2023-03-12 23:04:41 UTC
ኢትዮ ሰላም  Ethio Selam,2613504,34600,111,2023-03-12 23:04:41 UTC
ዓባይ ዜና - Abbay News,17571427,335000,1142,2023-03-12 23:04:41 UTC
Abebe Belew,29419403,151000,1045,2023-03-13 23:04:44 UTC
Adebabay Media,12967546,98800,910,2023-03-13 23:04:44 UTC
Alpha Media አልፋ ሚዲያ,5021853,39200,920,2023-03-13 23:04:44 UTC
Anchor Ethiopia ,5433863,76900,197,2023-03-13 23:04:44 UTC
Andafta,268114077,888000,5928,2023-03-13 23:04:44 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,524425,14200,79,2023-03-13 23:04:44 UTC
Ashara Media - አሻራ ሚዲያ,2520458,33300,704,2023-03-13 23:04:44 UTC
EMS (Ethiopian Media Services),42819619,221000,971,2023-03-13 23:04:44 UTC
ESATtv Ethiopia,85008175,641000,3708,2023-03-13 23:04:44 UTC
ETHIO 251 MEDIA ,12428542,105000,895,2023-03-13 23:04:44 UTC
Ethio 360 Media,225525328,580000,3939,2023-03-13 23:04:44 UTC
Ethio News - ኢትዮ ኒውስ,28160102,163000,1388,2023-03-13 23:04:44 UTC
Feta Daily News,146456518,581000,955,2023-03-13 23:04:44 UTC
GEBEYANU,10249494,107000,625,2023-03-13 23:04:44 UTC
MENELIK TELEVISION 3,146388,1920,87,2023-03-13 23:04:44 UTC
Mager Media - ማገር ,1181475,22600,315,2023-03-13 23:04:44 UTC
Mengizem Media ምንጊዜም ሚዲያ,3568777,30900,1250,2023-03-13 23:04:44 UTC
OMN,109490920,511000,9570,2023-03-13 23:04:44 UTC
Reyot,42239810,189000,2041,2023-03-13 23:04:44 UTC
Roha ,11049238,94500,922,2023-03-13 23:04:44 UTC
Terara Network,3389251,45200,276,2023-03-13 23:04:44 UTC
Tigrai Media House,154339080,351000,5407,2023-03-13 23:04:44 UTC
Zara Media Network - ዛራ,20397155,128000,383,2023-03-13 23:04:44 UTC
Zemedkun Bekele Podcast,576230,14000,80,2023-03-13 23:04:44 UTC
ኢትዮ ሰላም  Ethio Selam,2614567,34600,111,2023-03-13 23:04:44 UTC
ዓባይ ዜና - Abbay News,17584930,335000,1144,2023-03-13 23:04:44 UTC
Abebe Belew,29440805,151000,1046,2023-03-14 23:05:03 UTC
Adebabay Media,12967930,98800,910,2023-03-14 23:05:03 UTC
Alpha Media አልፋ ሚዲያ,5035802,39200,922,2023-03-14 23:05:03 UTC
Anchor Ethiopia ,5493239,77300,200,2023-03-14 23:05:03 UTC
Andafta,268230660,888000,5931,2023-03-14 23:05:03 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,527494,14200,80,2023-03-14 23:05:03 UTC
Ashara Media - አሻራ ሚዲያ,2538506,33400,708,2023-03-14 23:05:03 UTC
EMS (Ethiopian Media Services),42898690,221000,976,2023-03-14 23:05:03 UTC
ESATtv Ethiopia,85018008,641000,5866,2023-03-14 23:05:03 UTC
ETHIO 251 MEDIA ,12470558,105000,897,2023-03-14 23:05:03 UTC
Ethio 360 Media,225750856,580000,3944,2023-03-14 23:05:03 UTC
Ethio News - ኢትዮ ኒውስ,28194082,163000,1390,2023-03-14 23:05:03 UTC
Feta Daily News,146593018,581000,957,2023-03-14 23:05:03 UTC
GEBEYANU,10250820,107000,626,2023-03-14 23:05:03 UTC
MENELIK TELEVISION 3,150965,2020,90,2023-03-14 23:05:03 UTC
Mager Media - ማገር ,1182125,22600,316,2023-03-14 23:05:03 UTC
Mengizem Media ምንጊዜም ሚዲያ,3574111,30900,1252,2023-03-14 23:05:03 UTC
OMN,109556066,511000,9575,2023-03-14 23:05:03 UTC
Reyot,42291062,189000,2042,2023-03-14 23:05:03 UTC
