id,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.high.url,snippet.country,contentDetails.relatedPlaylists.uploads,topicDetails.topicCategories
UCvr6jA3WYOhXFUD2LKpqhQw,Ethio 360 Media,,2019-06-04T17:59:54Z,https://yt3.ggpht.com/ytc/AL5GRJXBAnHQ2Wuqg2hUOM-P-jMRFtA2Wg_Cl4VI2lqA=s800-c-k-c0x00ffffff-no-rj,US,UUvr6jA3WYOhXFUD2LKpqhQw,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion']"
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,"Ethio News provides news, news analysis, opinions on current affairs, produces documentaries, among others, on range of issues in Ethiopia and the Horn of Africa.",2020-11-13T11:38:22.416086Z,https://yt3.ggpht.com/ytc/AL5GRJUm17PVd3RXWmj-t2OPQ_S3ROSJJRvqtxAtPeLd=s800-c-k-c0x00ffffff-no-rj,US,UUelbYFUaQW3eb9sg3004ZGw,['https://en.wikipedia.org/wiki/Society']
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,"Welcome to Feta Daily
Feta Daily is Ethiopian Entertainment Media. update our channel on a daily basis.
We have the desire to work with you.
let's Work together contact, business Feta Daily → https://www.facebook.com/FetaTube/
",2019-08-19T06:20:18Z,https://yt3.ggpht.com/51klI8XZZnN6_o_RBOy2nB0YcUWqMtr-nAE7aCbwH0VPzNh-EoInp2iadQA-WTg7pxe5BXp2=s800-c-k-c0x00ffffff-no-rj,,UUgBnBckSLo6-uAiejtnEycQ,['https://en.wikipedia.org/wiki/Society']
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,"GEBEYANU is popular for its highly professional and influential TV and
Radio programs. Its involvement began even before it is officially
renamed as GEBEYANU. It started with the name Solomon Shumiye to
be the first private program producer on ETV since 1992 E.C.
GEBEYANU and/or Solomon Shumiye have been familiar brands of the
media business for more than 19 years. Backed by creative talent and
higher education, GEBEYANU’s effort significantly influenced the
industry and now replicating of its content and/or format has become
common experience. The following are among the major productions
that have been transmitted on the national broadcaster, EBC and
Nahoo TV.",2018-09-29T09:13:46Z,https://yt3.ggpht.com/ytc/AL5GRJXSDW1PlJK636bMPer051_khjKbs4lQIdbLlc69=s800-c-k-c0x00ffffff-no-rj,US,UUb9fEB6StrknyRiSSzQ7H0A,['https://en.wikipedia.org/wiki/Society']
UC89uyLj0Zw2VUsTRwlbEc-A,MENELIK TELEVISION 2,"We Broadcast News, Political analysis, Entertainment and Sports from all over the world.",2021-12-01T00:17:31.945982Z,https://yt3.ggpht.com/x0T4SGNlEjaLRI_mz_gxPMRqqeS_YARC6eF2pbf7Gtetwi9Veq3k_NtObJ3W_8d4Px_UM52fUvs=s800-c-k-c0x00ffffff-no-rj,US,UU89uyLj0Zw2VUsTRwlbEc-A,"['https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Society']"
UC-jwtt0RVJPNidr2Ja1_7yQ,MENELIK TELEVISION 3,News and Entertainment channel,2023-01-31T23:05:23.76072Z,https://yt3.ggpht.com/uyXZzIxmeAyXpAbqTuoT9JaFuCjTertF0CfdgfLb8CJF7pQqeGIupelZSVkmuimluxBZEGJE=s800-c-k-c0x00ffffff-no-rj,US,UU-jwtt0RVJPNidr2Ja1_7yQ,
UCilWrw2C8_VkFZ2tE5eKpdQ,"Mager Media - ማገር ","እኛው ነን!!
ታሪክ መርምረው፣ ሃሳብ አንጥረው መላ የሚፈጥሩ፣ የእውነትን መንገድ የሚያበሩና የሚመሩ ሊቆቻችንን፤ ግዙፍ አርቅቀው ረቂቅ አግዝፈው የሚያሳዩ ምናባውያን ጠቢቦቻችንን ይዘንና በዘመናዊ የመገናኛ መሳሪያዎች ታግዘን ህዝባችንን በሃሳብ በማገናኘት የወደፊት እድሉን የሚቆጣጠርበትን ማማ የምናቆምለት እኛው ነን!",2020-12-12T05:48:39.995607Z,https://yt3.ggpht.com/x-8TcT6BI_0HsFbD6txmKYKCKu-3VORWz9AsF3-B9CpCdPunQ5atgzK7tMGmq7YZJwmSgJwFvw=s800-c-k-c0x00ffffff-no-rj,US,UUilWrw2C8_VkFZ2tE5eKpdQ,['https://en.wikipedia.org/wiki/Society']
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,"Mengizem media is a media that focuses on Ethiopian political,economic and social issues.",2012-02-08T02:13:27Z,https://yt3.ggpht.com/VMNGvLodTijhEB9Q3EUfrDIPQUVNx2OqzphIWURRoomqZFUhNVM3ltickzSwnn9QXuunC9MSIg=s800-c-k-c0x00ffffff-no-rj,US,UUZvMKrP8XmP9GAHMloucOaA,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion']"
UCmAnzjcjIgtWuE6AnBCViTg,OMN,"OMN is an independent, nonpartisan and nonprofit news enterprise whose mission is to produce original and citizen-driven reporting on Oromo and Oromia. For more information visit out website at http://www.oromiamedia.org
",2014-01-19T08:11:25Z,https://yt3.ggpht.com/ytc/AL5GRJWYVsXt6uaiAspP2E5sCjD6mc1NGSsITmwud_rTkA=s800-c-k-c0x00ffffff-no-rj,US,UUmAnzjcjIgtWuE6AnBCViTg,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion']"
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,ርዕዮት የኢትዮጲያና ኢትዮጲያዊነትን ሁለንተና የሚቃኝ፣ የሀገርንና የህዝብን ጉዳዮች በብዙ መንገዶች ተደራሽ የሚያደርግ፣ በርካታ ዝግጅቶችና አቀራረቦች ያሉት የሚድያ ተቋም ነው፡፡  Reyot Media expounds on everything Ethiopian across multiple platforms and formats that our audience find wherever they are.,2014-08-06T19:51:23Z,https://yt3.ggpht.com/ytc/AL5GRJX0OPf7hIXeAS7wYpZeJTaLT59P3HSmn5V7pj8I2Q=s800-c-k-c0x00ffffff-no-rj,US,UUPVr1rrKl8pXVFi-rrqzS1g,['https://en.wikipedia.org/wiki/Society']
UCDXU7RuIQc0xRKJyP0ZTZaQ,"Roha ","ሮሐ ቴቪ-የሀገሬው
ውድ የሮሐ ቴሌቪዥን ወዳጆች በዩቲዩብ ቻናላችን የሮሐ ብቻ የሆኑ ዕለታዊ ዜናዎች፤ የፖለቲካ  ትንታኔ ዝግጅት በየቀኑ፤ የትም ያልተሰሙ የህዝብ ድምጾችንና ወቅታዊ ልዩ ልዩ ማህበረሰብ ተኮር የመዝናኛ ዝግጅቶችን መከታተል ከእናንተ ከቤተሰቦቻችን የሚጠበቅ ነው፡፡ ‹‹ሮሐ ቴሌቪዥን የሀገሬው ነው›› ስንል የሮሐ ስራዎች ሁሉ በሀገሬነት የሚመዝኑና ባለቤታቸውም ሀገሬ የሆነው ኢትዮጵያዊ ሁሉ መሆኑን ለማሳወቅ ነው፡፡ አብዝታችሁ እንድትወዳጁንና እንድታበረታቱን እንጋብዛችኋለን፡፡
ሮሐ ቴቪ-የሀገሬው
",2021-09-14T05:03:11.81522Z,https://yt3.ggpht.com/C2X3UeNwxVI2Uc0i25PPESICqsz2sAdAjM4431u2gyiZvMCVeCwrMZcvKDYAjnCQDEWsqrU=s800-c-k-c0x00ffffff-no-rj,US,UUDXU7RuIQc0xRKJyP0ZTZaQ,['https://en.wikipedia.org/wiki/Society']
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,"We were founded on September 26, 2020 by vetran Ethiopian journalist Tamerat Negera Feyisa as a platform for exploring, defining & promoting Ethiopianist ideas through quality web based journalism & commentary. Terara aspires to discuss issues in Politics, Economics, Education, Arts & Letters of Ethiopia & the greater horn. The seed money to start Terara was raised by Tamerat’s friend, Tariku Geleta through crowd funding campaign on December 8, 2019 that enabled Tamerat’s fans around the world to be connected for a common cause of founding an Ethiopianist media in the public sphere. ",2020-09-26T06:58:30.652446Z,https://yt3.ggpht.com/ytc/AL5GRJUCBhDWmPVRixmOKBOp_At3s6pJsak1oypFa6rW=s800-c-k-c0x00ffffff-no-rj,US,UU_f89AbX5NPU77YaoaSKRSg,['https://en.wikipedia.org/wiki/Society']
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,"TMH’s mission is to enrich the lives of Tigray people by providing captivating media through nonpartisan journalism. TMH will promote community dialogue through exchanging information across different social, cultural, geographical, regional, and ideological boundaries. This dialogue will assist in TMH’s endeavor to enhance tolerance, social integration, and mutual coexistence among all east African people. ",2018-09-02T14:01:50Z,https://yt3.ggpht.com/ii707AKK1ru4nB2vuUM_qEEmc9z5sKzdTnbJkyVVFZmTjaTMQn2JUA1KxP8_cx8QpcKFm-eZbgk=s800-c-k-c0x00ffffff-no-rj,US,UUBvvcSYeDriczyImdI1qZWw,['https://en.wikipedia.org/wiki/Society']
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,"We serve with integrity and professionalism for justice, equality, freedom, and quality of life.",2021-10-08T03:12:24.953742Z,https://yt3.ggpht.com/W3opC9156HIX2xIJi53MkaX_MRO1yyd-_PSRUgummTnRERwA_qO3HoZoi_d1qJ1gNUj19p8ZKg=s800-c-k-c0x00ffffff-no-rj,US,UUJ61rOk0c0b0COn0qOOo1aQ,['https://en.wikipedia.org/wiki/Society']
UC_XC7iYg8vNHLepidyRGjHw,Zemedkun Bekele Podcast,"Hey there dear viewers,Thanks for taking your time to visit my channel .This is |zemedkun Bekele ነጭ ነጯን| and I am here for one reason To be the voice of the people who were wronged, oppressed, pushed, killed by violence, displaced by violence, imprisoned by violence, whose property was burned by violence,so please LIKE , SUBSCRIBE and SHARE and become a family of the channel.
ATTENTION: NO ROOM
                       FOR
                       RACISM!",2022-12-04T18:43:39.324011Z,https://yt3.ggpht.com/vMebr3x8frjo0rt8Eio85tzBMxVhRsBlW6fzGPq1NdA3LyN66sNrzAw0shtWCDPeuyMKXIiq9w=s800-c-k-c0x00ffffff-no-rj,US,UU_XC7iYg8vNHLepidyRGjHw,['https://en.wikipedia.org/wiki/Society']
UCoVL5YOr2KdnYNspQf3s5uw,ኢትዮ ሰላም  Ethio Selam,"ስለ ሰላም እናወራለን!!!
ስለ ሰላም እንወያያለን!!!
ስለ ሰላም እንሞግታለን!!!

ኢትዮ-ሰላም በኢትዮጵያ ውስጥ አውንታዊ ሰላም ሰፍኖ ማየትን የሚፈልግ፤ የአገራችንን ማህበረ-ኢኮኖሚያዊና ፖለቲካዊ ጉዳዮች ከተለያዩ እይታዎች አንፃር የሚተነተኑበትና አውንታዊ ሰላምንና መረጋጋትን ሊያሰፍኑና ሊያመጡ የሚችሉ አማራጭ ሀሳቦች የሚቀርቡበት ነፃና ገለልተኛ ሚዲያ ነው።

ይህን እንቅስቃሴ ማበረታታትና በአገራችን አውንታዊ ሰላም ሰፍኖ ማየት የምትናፍቁ ሁሉ ሚዲያችንን ሰብስክራይብ በማድረግ ቤተሰብ እንዲሆኑንና በሚችሉት ሁሉ እንዲያግዙን ጥሪ እናደርጋለን።

Ethio-Selam is a free and independent media that seeks to analyze the socio-economic and political issues of our country from different perspectives and offers alternative ideas that can bring about positive peace and stability in our country Ethiopia.

We encourage all those who want to help for this movement and yearn to see the positive peace in our country to subscribe to our media and become a family and help us in any way you can.
",2022-06-30T08:28:53.278299Z,https://yt3.ggpht.com/9a4P82nlKbGBmGHr6TpUB_smZLfqvNIK6cGTtNXrHDPBRqeINFbmm_SFcsBdMB4Txew4F91-IA=s800-c-k-c0x00ffffff-no-rj,US,UUoVL5YOr2KdnYNspQf3s5uw,"['https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Society']"
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,,2007-09-21T22:51:08Z,https://yt3.ggpht.com/Rzden2LAy5mGQsY4WRtIU_8uTV-9OgnFbrEF5lvt5KKzsqmvvFKNXt4iJX4zHffvdDdTHXwzuw=s800-c-k-c0x00ffffff-no-rj,US,UU6bam4pQbuUgXnmyEFlSpNA,['https://en.wikipedia.org/wiki/Society']
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,"Official YouTube Channel of EthioTube.

Current events, breaking news, entertainment, exclusive interviews and much more for all things Ethiopia.
",2008-03-30T22:10:53Z,https://yt3.ggpht.com/ytc/AL5GRJXE0GXWwXOQQv-1bf1K9EzIOyZi5CGizFr5JjN3=s800-c-k-c0x00ffffff-no-rj,US,UUCk2vUhB0SyQhA6JXyjXHEg,['https://en.wikipedia.org/wiki/Society']
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,"አዲስ ኮምፓስ ሚዲያ የ24 ሰአታት ዜና፣ ትንታኔ እና የተለያዩ ፕሮግራሞችን በአለም ዙሪያ ላሉ ሰፊ ኢትዮጵያዊያን ተመልካቾች የሚያሰራጭ የግል ሚዲያ ነው።

Addis Compass Media (ACM) is a private media that broadcasts 24-hour news, analysis, and various programs to a wide Ethiopian audience around the world.

",2023-04-12T04:19:33.885512Z,https://yt3.ggpht.com/YR-u3c8VfK_2R4PbeY1DFts18NDVg3Ze4Sf6WMh7qfIT795YG8bAg4V-Sj1la8Gfx36DtVPNAw=s800-c-k-c0x00ffffff-no-rj,US,UUwUJ_Zli745ZoImP4IljpYg,
UCR5PjNJhq08G4b9_qbeNmCQ,Ethio 360 TV,"Ethio 360 news and entertainment: Habtamu Ayalew, Eyerusalem Tekletsadik, Minalachew Simachew, Biruk Yibas",2021-12-16T20:49:19.547219Z,https://yt3.ggpht.com/1oo9OOiIlSrTkRymokWTfZ8wRVEUihX0Z3mV215nQOZKLW0f32nb9ZAPSf_9R_MeVWnfE7AU=s800-c-k-c0x00ffffff-no-rj,US,UUR5PjNJhq08G4b9_qbeNmCQ,['https://en.wikipedia.org/wiki/Society']
UC4yEV6VBe0Emu8sMpyij0uQ,AddisWalta - AW,,2019-08-14T10:07:47Z,https://yt3.ggpht.com/4bnS3FmLSNT2PKpJIyNJGI-vgawDRGeisRuF3SGYJuLnWfUcN9B4AoHuhdNaoFOSriKRM-ZT-Q=s800-c-k-c0x00ffffff-no-rj,KE,UU4yEV6VBe0Emu8sMpyij0uQ,['https://en.wikipedia.org/wiki/Society']
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,"

 EBC (Ethiopian Broadcasting Corporation)  is a 24 hour working public media.
Ethiopian Broadcasting Corporation is a national media which disseminates its news and programs world wide via Television,Radio and Internet.
",2016-01-01T08:33:11Z,https://yt3.ggpht.com/0tddIuLzdXc0jyUkmQUy4HcGJbUAfXbnP7L-46MgSDM9Z85VopE6qgZFDIBFkTTsV1XaXRQtRw=s800-c-k-c0x00ffffff-no-rj,US,UUOhrz3uRCOHmK6ueUstw7_Q,['https://en.wikipedia.org/wiki/Society']
UCuJQBlbbVB-3pZKLDxDI4HA,EVN for Ethiopia,"Welcome to Ethio Voice Network (EVN)- Your hub of information focusing on Ethiopia and the Horn of Africa.

EVN has a clear vision – to empower our audience with reliable and timely information. We are dedicated to delivering up-to-date, accurate, balanced, and objective news to keep you informed and engaged.

Our unwavering commitment to truth is reflected in our motto: “In Truth We Trust.” As a frontline media platform, you can rely on EVN to provide trustworthy and credible news, analysis, and views. Our mission is to be your go-to source of news and information on Ethiopia. Join us on this journey as we strive to become the foremost destination for insightful and comprehensive coverage.

At EVN, we value your voice and actively encourage your participation. We believe that diverse perspectives, expertise, and tips enrich our platform and contribute to a vibrant and informed community.
",2023-08-12T14:51:25.71992Z,https://yt3.ggpht.com/oBk_BdBmYo52WmJAxKCEFWlHisqCSMiEkSMkd1TdxokWlK8NHl74eGrND0VbvxaQxfoMdTtafp4=s800-c-k-c0x00ffffff-no-rj,US,UUuJQBlbbVB-3pZKLDxDI4HA,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion']"
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,"This is the official Fana Broadcasting Corporate (FBC) YouTube Channel - where you can get all the latest video in Amharic, Afan Oromo, Tigrigna and Arabic. You can follow us on: https://t.me/fanatelevision   https://t.me/afanoromofana https://t.me/tigrignafana",2012-10-08T11:30:29Z,https://yt3.ggpht.com/ytc/AOPolaTqiitTV0G5h3jIYZlrVL1uZYHZVsQpFpdF-Lbq=s800-c-k-c0x00ffffff-no-rj,US,UUZtXd8pSeqURf5MT2fqE51g,['https://en.wikipedia.org/wiki/Society']
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ," ትንቢተ ኢሳይያስ 1:17
   :..መልካም መሥራትን ተማሩ፥ ፍርድን ፈልጉ፥ የተገፋውን አድኑ፥ ለድሀ አደጉ ፍረዱለት ስለ መበለቲቱም ተምዋገቱ።..""
Isaiah 1:17
"" Learn to do right; seek justice and correct the oppressor. Defend the fatherless and plead the case of the widow.""

",2020-12-05T17:02:19.043202Z,https://yt3.ggpht.com/7mz88OZJe4KlFZlQ-IRMj29yLO1J0h9k5JJW8a7cUp3hdGFaDJtwlkHUOTyw4EylpqKi2C-eYZY=s800-c-k-c0x00ffffff-no-rj,US,UUNgwbT7BCcppLG3zDm9f5UA,"['https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Society']"
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,"EBS TV is a privately held media company established in 2008 in Silver Spring, MD, USA to provide a niche transmission programming that targets the booming Ethiopian market globally. Since its formation EBS has been, and still is, providing its media to subscribers interested to access programming of Ethiopian history, culture lifestyle, sports, entertainment, tourism, and business.
EBS TV aims to promote Ethiopian and other African countries values, cultures and traditions globally. The much-needed information provided by EBS TV would help bridge the cultural divide and narrow the communication gap for Ethiopians residing in North America and around the world. EBS TV also envisions providing programs pertaining to the rich cultural heritage of Ethiopia, its history, tradition, socio-economic development, business, tourism and current affairs.

For More information on the EBS TV
EBS TV / Ethiopian Broadcasting Service

info@ebstv.tv
www.ebstv.tv",2010-11-16T07:03:08Z,https://yt3.ggpht.com/ThfNtArC8xL_3yv6nGCnrJ1jXI2qcF0U3iHUiWKLIwo4Ne9KYrpgdGazKNcuSmsZVqqi9hwG=s800-c-k-c0x00ffffff-no-rj,US,UUVcc_sbg3AcXLV9vVufJrGg,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']"
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,"ኢትዮ ፎረም፣በኢትዮጵያ የፖለቲካ፣የኢኮኖሚና የዲፕሎማሲ ጉዳዮች ላይ የሚያተኩር የቴሌቪዥንና የዩቱዩብ ፕሮግራም ነው።

ዓላማው ጋዜጠኝነትን መተግበር ብቻ ነው።ግቡ ድምፅ አልባ የሆኑ ዕውነቶችን ድምፅ እንዲኖራቸው አድርጐ ለሕዝብ ማድረስ ነው። መርሁ ምክንያታዊነት ነው!""",2019-09-06T13:16:59Z,https://yt3.ggpht.com/ytc/AIdro_lEpXE0tKr5vWv_hsaWBIMki6KgaPCu-hQhHHROTQ=s800-c-k-c0x00ffffff-no-rj,ET,UUXUFyN9Ys5tiIHgJFQKRJvA,['https://en.wikipedia.org/wiki/Society']
UC5_7TzCp7YndNhVLo9top9A,ESAN TV,,2023-12-26T02:38:36.125232Z,https://yt3.ggpht.com/Pdp6cF30-oZd1HSOc6GlFf-18cGYRKpQ_Fn5F202i6Zalo8W_AkHPUO1dF60pfRq8jQ1--Xo=s800-c-k-c0x00ffffff-no-rj,UU5_7TzCp7YndNhVLo9top9A,['https://en.wikipedia.org/wiki/Society'],
UCTA1qWa_OFVl7OZ6DrEwRwg,Abc tv,ABC TV (Amhara Broadcasting Center) was established by the Amhara community in 2023 as a registered public media organization in the state of Colorado. Its mission is to support the struggle of the Amhara people in Ethiopia and to expose the atrocities and genocide committed by the regime.,2024-06-20T05:18:21.04392Z,https://yt3.ggpht.com/4n21V1-sPtWZ8QmO7hAZFK8-lJ56UTryYcs71z84mYlrk0S1gyGdAUI-PWZsjFkk_EEZGhGHRA=s800-c-k-c0x00ffffff-no-rj,US,UUTA1qWa_OFVl7OZ6DrEwRwg,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']"
